Date,Title,Tone,Matins Gospel,Epistle,Gospel,Fasting,Holy Day of Obligation,Raw Text
071226,7th SUNDAY AFTER PENTECOST. Following week readings – 8th week after Pentecost,6,7,Rom. 15: 1 – 7,Mt. 9: 27 - 35,,True,"12
7th SUNDAY AFTER PENTECOST
Tone 6, Res. Gospel 7, Epistle Rom. 15: 1 –
7, Gospel Mt. 9: 27 - 35. Following week
readings – 8th week after Pentecost."
071326,Synaxis of the Archangel Gabriel. Ven. Stephen,,,,,,False,"13
Synaxis of the Archangel
Gabriel. Ven. Stephen."
071426,"Apostle among the 70, Aquila. Holy Father Joseph the Confessor, of Thessalonica",,,,,,False,"14
Apostle among the 70,
Aquila. Holy Father Joseph
the Confessor, of
Thessalonica."
071926,,,,,,,True,19
072026,,,,,,,False,20
072126,,,,,,,False,21
072626,9th SUNDAY AFTER PENTECOST. Following week readings – 10th week after Pentecost,8,9,1 Cor. 3: 9 – 16,Matt. 14: 22 – 34,,True,"26
9th SUNDAY AFTER PENTECOST
Tone 8, Res. Gospel 9, Epistle 1 Cor. 3: 9 –
16, Gospel Matt. 14: 22 – 34. Following
week readings – 10th week after
Pentecost."
072726,"† Great Martyr Panteleimon, moneyless healer (Patronal Feast (Hram) of the wooden church of the Cathedral",,,,,,False,"27
† Great Martyr Panteleimon,
moneyless healer (Patronal
Feast (Hram) of the wooden
church of the Cathedral"
072826,"Apostles & Deacons Prochorus, Nicanor, Timon & Parmenas",,,,,,False,"28
Apostles & Deacons
Prochorus, Nicanor, Timon
& Parmenas."
081626,,,,,,,True,16
081726,,,,,,,False,17
082326,"13th SUNDAY AFTER PENTECOST. Following week readings – 14th week after Pentecost. 30 14th SUNDAY AFTER PENTECOST Tone 5 Res. Gospel 3, Epistle 1 Cor. 1:21-23, 2:1-4, Gospel Matt. 22:2-14. Following week readings – 15th week after Pentecost",4,2,1 Cor. 16:13-24,Matt. 21:33-42,,True,"23
13th SUNDAY AFTER PENTECOST
Tone 4, Res. Gospel 2, Epistle 1 Cor.
16:13-24, Gospel Matt. 21:33-42.
Following week readings – 14th week after
Pentecost.
30
14th SUNDAY AFTER PENTECOST
Tone 5 Res. Gospel 3, Epistle 1 Cor.
1:21-23, 2:1-4, Gospel Matt. 22:2-14.
Following week readings – 15th week after
Pentecost."
082426,"Eutychius, martyr. 31 Deposition of the Cincture of the Mother of God",,,,,,False,"24
Eutychius, martyr.
31
Deposition of the Cincture
of the Mother of God."
082526,Translation of the Relics of the Apostle Bartholomew. Apostle Titus,,,,,,False,"25
Translation of the Relics of
the Apostle Bartholomew.
Apostle Titus."
090626,,,,,,,True,6
090726,,,,,,,False,7
091326,SUNDAY BEFORE THE EXALTATION OF THE CROSS,7,5,Gal. 6: 11 – 18,Jn. 3: 13 – 17,,True,"13
SUNDAY BEFORE THE EXALTATION
OF THE CROSS. Tone 7, Res. Gospel
5, Epistle Gal. 6: 11 – 18, Gospel Jn. 3:
13 – 17"
091426,(†) EXALTATION OF THE CROSS. Holy Day of Obligation. Apostle 1 Cor 1:18-24,,,,"Jn. 19:6-11, 13-20, 25-28, 30-35",Strict Fast and abstinence,False,"14
Strict Fast and abstinence
(†) EXALTATION OF THE
CROSS. Holy Day of
Obligation. Apostle 1 Cor
1:18-24; Gospel Jn. 19:6-11,
13-20, 25-28, 30-35"
091526,"Nicetas the Goth, martyr",,,,,,False,"15
Nicetas the Goth, martyr"
092026,,,,,,,True,20
092126,,,,,,,False,21
092726,1st SUNDAY AFTER HOLY CROSS (18th Sunday after Pentecost). Following week readings – 19th week after Pentecost,1,7,2 Cor. 9:6-11,Lk. 5: 1– 18,,True,"27
1st SUNDAY AFTER HOLY
CROSS
(18th Sunday after Pentecost).
Tone 1, Res. Gospel 7, Epistle 2 Cor.
9:6-11; Gospel Lk. 5: 1– 18. Following
week readings – 19th week after
Pentecost."
092826,Ven. Father Chariton the Confessor,,,,,,False,"28
Ven. Father Chariton the
Confessor"
092926,Ven. Father Cyriacus,,,,,,False,"29
Ven. Father Cyriacus"
100426,,,,,,,True,4
100526,,,,,,,False,5
101126,4th SUNDAY AFTER HOLY CROSS. (Sunday of the Holy Fathers of the Seventh Ecumenical Councils. Following week readings – 21st week after Pentecost,3,9,Titus. 3: 8 – 15,Lk. 8:5 – 15,,True,"11
4th SUNDAY AFTER HOLY CROSS.
(Sunday of the Holy Fathers of the
Seventh Ecumenical Councils
Tone 3, Res. Gospel 9, Epistle Titus. 3: 8 – 15;
Gospel Lk. 8:5 – 15. Following week readings
– 21st week after Pentecost."
101226,"Probus, Tarachus and Andronicus, martyrs USA: Columbus Day Canada: Thanksgiving",,,,,,False,"12
Probus, Tarachus and
Andronicus, martyrs
USA: Columbus Day
Canada: Thanksgiving"
101326,"Carpus, Papylas and Agathonicus, martyrs",,,,,,False,"13
Carpus, Papylas and
Agathonicus, martyrs"
101826,,,,,,,True,18
101926,,,,,,,False,19
102526,"6th SUNDAY AFTER HOLY CROSS (23rd Sunday after Pentecost). Following week readings – 23rd week after Pentecost. (†) Holy Great-Martyr Demetrius, Fount of Myrrh",5,11,Gal 6:11-18,Lk. 8: 27– 39,,True,"25
6th SUNDAY AFTER HOLY CROSS
(23rd Sunday after Pentecost).
Tone 5, Res. Gospel 11, Epistle Gal 6:11-18;
Gospel Lk. 8: 27– 39. Following week
readings – 23rd week after Pentecost.
(†) Holy Great-Martyr Demetrius, Fount
of Myrrh"
102626,+Holy and Great Martyr St. Demetrius. Not obligatory,,,2 Tim. 2:1-19,"John, 12:17 to 16:2",,False,"26
+Holy and Great Martyr St.
Demetrius. Not obligatory
Epistle 2 Tim. 2:1-19,
Gospel, John, 12:17 to 16:2."
102726,"Nestor, martyr",,,,,,False,"27
Nestor, martyr"
110126,5th SUNDAY AFTER HOLY CROSS (22ND Sunday after Pentecost). Following week readings – 24th week after Pentecost,6,1,Eph 2:4-10,Lk. 16: 19– 31,,True,"1
5th SUNDAY AFTER HOLY CROSS
(22ND Sunday after Pentecost).
Tone 6, Res. Gospel 1, Epistle Eph 2:4-10
Gospel Lk. 16: 19– 31. Following week
readings – 24th week after Pentecost."
110226,"Akindinus, Pegasius and others, martyrs",,,,,,False,"2
Akindinus, Pegasius and
others, martyrs."
110326,"Acepsimas, Joseph, Aeithalas and Joseph, martyrs. Dedicaiton of the Church of St. George in Lydda",,,,,,False,"3
Acepsimas, Joseph,
Aeithalas and Joseph,
martyrs. Dedicaiton of the
Church of St. George in
Lydda."
110826,,,,,,,True,8
110926,,,,,,,False,9
111526,Beginning of Christmas fast (Advent) 8TH SUNDAY AFTER HOLY CROSS (25th Sunday after Pentecost). Following week readings – 26th week after Pentecost,8,3,Eph 4: 1-7,Lk. 10: 25– 37,,True,"15
Beginning of Christmas fast (Advent)
8TH SUNDAY AFTER HOLY CROSS
(25th Sunday after Pentecost).
Tone 8, Res. Gospel 3, Epistle Eph 4: 1-7;
Gospel Lk. 10: 25– 37. Following week
readings – 26th week after Pentecost."
111626,Apostle Matthew the Evangelist,,,,,Common Abstinence,False,"16
Common Abstinence
Apostle Matthew the
Evangelist."
111726,H. Father Gregory of Neoceasarea,,,,,Common Abstinence,False,"17
Common Abstinence
H. Father Gregory of
Neoceasarea."
112226,,,,,,Common Abstinence,True,"22
Common Abstinence"
112326,,,,,,,False,23
112926,13th SUNDAY AFTER HOLY CROSS (30th Sunday after Pentecost). Following week readings – 28th week after Pentecost,2,5,Eph 6: 10- 17,Lk. 18: 18–28,Dispensation (Harti),True,"29
Dispensation (Harti)
13th SUNDAY AFTER HOLY CROSS
(30th Sunday after Pentecost).
Tone 2, Res. Gospel 5, Epistle Eph 6: 10-
17; Gospel Lk. 18: 18–28. Following
week readings – 28th week after
Pentecost."
113026,Apostle Andrew the First- called,,,,,Common Abstinence,False,"30
Common Abstinence
Apostle Andrew the First-
called."
121326,11th SUNDAY AFTER HOLY CROSS (Sunday of the Holy Ancestors). Following week readings – 30th week after Pentecost,4,7,Col 3: 4-12,Lk. 14: 16–25,Common Abstinence,True,"13
Common Abstinence
11th SUNDAY AFTER HOLY
CROSS (Sunday of the Holy
Ancestors). Tone 4, Res. Gospel 7,
Epistle Col 3: 4-12; Gospel Lk. 14:
16–25. Following week readings –
30th week after Pentecost."
121426,"Thryces, Leucius, Callinicus and others, martyrs",,,,,Common Abstinence,False,"14
Common Abstinence
Thryces, Leucius, Callinicus and
others, martyrs."
121526,"Eleutherius, martyr",,,,,Common Abstinence,False,"15
Common Abstinence
Eleutherius, martyr."
122026,,,,,,Common Abstinence,True,"20
Common Abstinence"
122126,,,,,,Common Abstinence,False,"21
Common Abstinence"
122726,SUNDAY AFTER NATIVITY OF OUR LORD JESUS CHRIST. Following week readings 32nd week after Pentecost or of the Menaion,6,9,Gal. 1: 11-19,Mt. 2: 13 – 23,,True,"27
SUNDAY AFTER NATIVITY OF
OUR LORD JESUS CHRIST.
Tone 6, Res. Gospel 9, Epistle Gal. 1:
11-19; Gospel Mt. 2: 13 – 23.
Following week readings 32nd week
after Pentecost or of the Menaion"
122826,"20,000 Martyrs of Nicomedia",,,,,,False,"28
20,000 Martyrs of Nicomedia."
122926,"14,000 infants martyred by King Herod. Ven. Father Marcellus",,,,,,False,"29
14,000 infants martyred by
King Herod. Ven. Father
Marcellus"
